"","EEF1A1","COL1A1","ACTB","FN1","COL1A2","COL3A1","ACTG1","FTH1","TPT1","SPARC","UBC","B2M","EEF2","GAPDH","RPL3","AHNAK","XBP1","HSP90AB1","HSP90AA1","RPS4X","RPLP0","PSAP","PABPC1","RPL13A","EEF1G","RPS18","RPL41","RPS6","FTL","CD74","RPL10","HSPA8","RPS3A","RPL7","MGP","RPL4","GNAS","MYH9","TMSL3","RPS2","YWHAZ","TMBIM6","HLA-B","ALDOA","ADAM6","APP","PTMA","RPL8","RPL7A","CD24","GLUL","EIF4G2","COL6A3","PPIA","RPL15","VIM","POSTN","RPS24","RPLP1","GNB2L1","HNRNPA1","RPL9","CANX","TUBB","HLA-C","KRT8","RPS11","HSP90B1","PKM2","P4HB","C4A","RPS3","H3F3A","RPL6","RPL19","ANXA2","ITGB1","RPS8","CTSB","CALR","TUBA1B","HLA-A","RPL5","CTSD","RPL23A","FLNA","HSPA5","HNRNPA2B1","TIMP3","NPM1","RPS27","HNRNPK","TPM4","CSDE1","CLTC","JUP","PDIA3","RPL32","TMSB10","RPL30","DSP","NACA","ENO1","CFL1","RPSA","HDLBP","RPL12","MYL6","RPL11","RPL27A","KRT18","RPS12","AZGP1","RPL13","RPS20","HNRNPU","LDHA","DHCR24","IGFBP5","H3F3B","NCL","RPS23","UBB","ATP1A1","CALM2","SLC39A6","A2M","KRT19","RPL26","RPL29","TAGLN2","EIF4B","DDX5","RPS27A","PTPRF","APLP2","LOC647979","THBS1","HNRNPC","DCN","RPL23","SRRM2","LUM","IGFBP4","PCBP2","FLNB","RPS15A","RPL10A","RHOA","RPS14","SCD","ARF1","COL6A2","RPS7","RPS17","RPL39","ADAR","RPL21","CD59","BGN","EIF4A1","NUCKS1","RPL17","TPM3","HLA-DRA","RPL31","FASN","MAGED2","TXNIP","ATP5B","YWHAE","RPL37","RPL22","RPL14","AEBP1","RPL37A","HMGB1","CTNNB1","DSTN","GANAB","CD164","ITM2B","DDX17","COL6A1","CDH1","DYNC1H1","RPL24","CTNNA1","RPS10","CLU","RPL18A","RPS19","SERPINA3","BTF3","EIF1","RPS25","CD63","RPS9","SET","GATA3"
"TCGA-A2-A04V-01A-21R-A034-07",2470830,1227022,618022,774721,959902,845206,682294,342381,604237,614199,327920,129456,389602,298524,466041,165839,248453,193699,111847,391686,401128,105087,263652,505764,256790,377784,244524,433475,185927,122239,311294,39513,354537,184236,15928,375591,216815,148190,137506,510247,239233,119567,98204,113769,22945,86067,278568,382819,282235,252341,129658,116086,252104,133802,239229,142407,221999,280222,211347,243186,214266,256434,60562,158088,84599,170617,236594,53525,64778,89053,85954,135341,130912,198629,210061,116158,73871,291600,102032,82570,112443,68838,202776,40104,136340,70964,53778,127660,71231,152503,97821,113692,82376,69601,43518,197393,66309,166151,92457,169442,113304,148068,60229,154229,170192,54213,217103,105481,174988,189347,111963,69539,45173,138230,111626,84974,56167,96501,57217,100769,94507,147681,81953,78549,59881,46182,50336,177276,85701,238965,47559,77141,59374,109121,54989,60515,67336,101696,114256,74889,147874,91612,131524,109498,77786,98902,135375,102718,51382,132551,10373,53960,116967,139407,134921,123948,34604,88681,41929,156093,48353,56011,135605,59380,44064,162157,25104,170393,32037,44567,57074,140232,113631,144794,134662,158660,78913,34604,43589,47157,126021,58787,48097,115143,36202,54132,112224,41874,101458,34434,137430,150389,86618,114554,70258,60232,65552,124406,73219,237942
"TCGA-A2-A04W-01A-31R-A115-07",647061,1454484,1008030,598480,748127,667269,378942,285074,249671,367886,298181,127846,215274,358618,190061,85880,101085,87390,85053,147334,172339,132878,116338,183579,125954,93353,120209,144583,236292,90218,120866,105761,68959,115110,198077,87586,206130,167733,145612,202004,71003,121766,81781,153979,144695,163618,93547,109205,129248,1412656,54787,101050,165017,107299,84989,92607,118117,128395,98006,80471,51443,74905,57724,68433,72581,88345,107833,105452,108029,240043,97882,78195,61503,101000,199927,125259,70603,90968,82010,154565,81093,36733,73531,190006,93714,103548,115227,42535,95692,41308,53433,39063,85137,73215,58016,28121,72482,68280,228119,42233,20081,51714,82507,99673,79064,87917,78630,78125,68017,98283,54984,197851,234678,119555,46234,39305,117672,220655,106384,35603,54873,37464,87082,157224,52165,9712,90391,28442,38630,68999,97127,20056,18072,43640,93725,77395,46075,77098,32247,54705,30088,23881,70000,50988,36742,30823,41433,31066,68573,42281,78856,125732,127687,65922,43482,58820,33210,40148,88762,128681,40754,25951,55351,42120,23059,67835,38492,48655,40983,52352,38634,69337,46729,50959,124722,66713,33035,29467,41975,48346,27488,30107,27421,101268,62722,43678,45348,30952,39604,21484,97058,67109,6012,18003,30011,45566,110900,47700,35883,4279
"TCGA-A2-A04X-01A-21R-A034-07",878288,401445,667681,164287,261871,165812,496364,238547,288008,197108,411667,790907,241736,333505,326314,113953,262756,229926,117701,164350,256180,207552,112598,244416,164180,260849,168588,252252,262766,420180,210927,59581,155916,113829,8262,236805,219088,162204,254114,194767,110193,117817,938743,174115,1411718,135465,267926,85657,183077,45911,137198,114400,53078,148700,140093,69678,26429,147406,193981,153217,157861,125274,100245,276271,575123,137764,127230,108649,97745,147327,74196,133613,152627,131667,1238133,85212,61750,154364,93004,149239,105981,776084,119911,119881,124076,50997,92602,129415,28849,108628,175457,93037,73652,69137,147264,94513,122210,104856,99844,89202,69548,115073,95375,122845,107248,119839,120750,131474,116556,136343,174405,47965,69902,151449,92576,78932,171511,80004,401050,48555,114572,91029,145381,78720,93381,25834,53268,96857,90542,135729,30100,62614,58526,86045,79958,93202,92265,43081,75564,27409,156704,51503,46662,36490,62194,37723,49714,77639,57687,95104,113625,42682,34312,74274,83194,62554,111193,35933,68145,70824,78489,45063,54468,105128,121813,74716,88118,90389,46786,45477,88510,93891,68962,95850,51900,89431,34587,30349,89693,68553,99373,49495,52878,38436,104342,69898,83178,51879,79489,20865,96685,126257,5087,48529,42368,45419,87643,92899,59588,67918
"TCGA-A2-A04Y-01A-21R-A034-07",1374930,258105,955392,196914,169681,156448,588711,275179,515197,164017,417747,313356,237884,433311,264420,148748,197267,230837,174031,210930,290520,168373,776162,250674,146272,227436,140273,232580,261353,445434,155130,56898,170557,153499,31804,247783,1490487,107157,177128,244961,743074,164598,180092,262165,244988,82848,256885,130312,210509,212826,134693,114968,70492,235024,143339,105345,60819,155729,178959,146442,127625,184590,182639,126410,119067,850919,141434,163272,124448,306670,7968,130967,90491,163568,191279,68589,66055,143308,129129,214679,101710,175785,119253,536823,113720,34663,153591,159512,70986,187882,77594,79142,105840,92906,82283,244907,162219,118504,197530,160458,22108,142926,153717,136712,98294,34266,147753,108930,99654,123764,622662,69717,27897,137852,117062,106960,67682,53292,1254730,102548,83599,95794,100655,29258,75821,308065,75809,253359,64454,126114,59117,48917,119220,64681,40646,101156,68809,32488,100863,35351,90053,87315,45930,86043,78267,78313,66823,63890,60050,96999,130623,47847,27350,94242,81074,87022,57630,55671,31290,56635,80632,83914,94227,76745,142584,88749,247533,46089,85319,70973,70111,96948,114698,110390,46984,83236,82302,30316,62617,71640,79367,90042,63690,27958,135770,48074,91900,38174,57341,37178,57287,104240,55394,69737,60974,77166,86421,71410,73734,62259
"TCGA-A2-A0CL-01A-11R-A115-07",688548,340073,322864,404577,280138,311486,243282,274360,159744,134693,168975,393691,93628,85650,103067,172299,68788,84935,73710,74536,86136,199049,90525,81825,134339,82924,79252,60789,80960,334970,82338,95745,77048,64227,27954,58296,141738,124245,191515,57227,105685,49424,215834,34449,661605,40772,101569,56510,54497,49780,43059,71030,123294,47987,46310,76489,113695,59475,57507,43211,52685,44572,49627,81582,137782,61412,56608,61121,37310,41660,28382,62517,35424,49535,46124,33758,61721,50548,67791,57156,56808,137253,40776,45740,50493,73427,36545,67910,80147,46474,51660,43093,50151,50526,43748,27583,36225,38212,67641,40118,18951,41600,47670,68328,34061,43891,35872,39961,52324,46526,37392,50207,9561,51312,38198,38575,34495,18583,77692,56473,49740,31912,52310,50977,41777,23342,86556,26545,42150,26596,37007,28183,48827,42125,19146,24562,41810,57506,35329,38255,32052,40274,43575,51514,31299,16062,35211,30552,34562,33714,30936,29644,52180,40138,38705,43833,58345,40405,26007,51550,46893,30491,30984,30291,131151,38602,29890,29212,66165,35358,33730,32644,30176,23857,44744,33259,41003,24519,44486,25064,31591,39207,42975,42683,47366,33838,22697,23623,29631,10085,33204,31611,4045,19058,28596,35066,23807,30591,24091,21752
"TCGA-A2-A0CM-01A-31R-A034-07",798094,544497,496033,340618,385262,333935,361323,151234,102671,255268,197702,307827,115121,258213,128635,76291,14482,286351,280520,90384,214919,150459,200988,154083,62175,102708,62589,135836,176618,240333,169733,110015,61938,73387,12053,153780,151270,190074,106423,146878,170867,40999,234478,81318,603164,81521,211548,71022,67508,443692,44864,119001,72476,113948,71289,100710,59896,57144,82213,58418,91095,45257,59976,163395,175651,52733,85083,142969,101729,77606,7793,63208,96298,59903,67310,143162,58341,75504,165797,96564,103245,198272,66173,113669,45266,166522,112094,98754,42563,92718,72469,74761,63699,68005,38926,77341,63669,44064,132752,76239,129993,37193,263195,73615,124497,76432,68290,58760,46775,89647,17354,118501,45918,67476,74086,60276,78375,4615,19689,76535,137234,47868,68197,56896,60473,8338,37519,61181,25376,27694,293455,28590,57985,60346,54342,27040,53771,52656,59075,42154,25475,63105,54574,29856,37879,43678,24205,43819,51235,31149,17878,70423,126824,37483,31800,59787,110702,51424,53726,64100,76771,43763,28279,99997,101416,42408,21585,12221,23769,48435,49005,23434,56740,75972,48391,30011,80897,40996,36931,27069,37232,22226,28980,101967,40822,62347,44451,28919,34605,13612,67212,86870,11099,30071,50249,35525,31706,65768,59562,1103
"TCGA-A2-A0CP-01A-11R-A034-07",1093528,1659521,559818,578816,771499,596884,456298,189863,302537,397607,154537,88253,271777,239683,262657,94683,75127,99177,60241,211429,205907,87326,144105,199360,174958,235636,160564,196726,133044,143980,179464,43435,175528,173827,216297,166339,95296,139769,132125,314421,73672,62604,74798,198026,183631,71658,93763,247730,154702,96570,98647,50971,178610,78628,129102,117388,128727,121292,156506,155497,86706,141159,38771,74222,58838,278066,130272,41804,78237,82433,220118,124257,65665,113572,107287,77408,50459,150637,50466,56546,51400,59079,96898,59995,71386,106548,41577,35745,114157,61029,64660,50241,63785,39841,27285,97772,42278,110843,99840,106075,31890,67330,84837,81302,76572,45428,105434,86075,106954,111963,142702,66457,36938,121840,114886,33147,59898,42287,43656,49322,48150,86447,59236,40234,36194,14882,76407,80435,87848,120462,36407,39401,32379,47682,37391,33631,26514,39551,41889,72347,74782,49831,73381,85056,39513,60921,82017,72173,38324,96368,50274,35507,166636,82301,77554,63733,18163,42724,55557,195475,49498,21659,71776,28980,40062,97191,67647,70321,68081,29731,41681,77985,56380,73549,107106,84898,34929,26313,36279,26972,29275,35518,24511,176230,17625,25890,67341,33315,67090,37237,84881,73595,29674,44279,39988,62196,51702,90522,28699,45672
"TCGA-A2-A0CQ-01A-21R-A034-07",848864,383871,767431,124777,201923,134186,487026,424376,554754,138052,375496,266653,276780,273365,502039,94740,386541,85333,92916,259338,255634,125048,145854,300047,210620,180285,233477,230917,126184,1013293,199617,40725,209790,129588,427062,163160,189812,164509,182920,289010,98543,180682,128117,180128,16352,116332,262836,236743,232346,13225,329494,81685,68241,146303,137947,75183,31967,224053,410104,153649,125245,203008,88279,75986,100703,368641,200531,76252,133157,131616,310893,191167,210941,115512,186826,179304,41810,152953,81570,101366,113438,118528,136793,158601,120960,29055,96144,128207,32707,100779,147738,120291,67584,53825,41308,116358,128025,125363,68813,99971,39321,133784,107037,115054,111701,66392,207751,82532,158073,134404,208590,45861,379429,110169,81335,102136,85032,177172,250786,85938,90627,130051,110225,98849,68806,255962,45968,82416,107788,171130,124363,60942,79358,86404,73679,69611,39561,27890,134285,20757,125553,91619,30380,85795,73392,42460,93228,49725,59883,114631,23708,122388,44933,73327,94231,87226,72767,50921,71760,52504,63272,84238,93084,75173,151699,135159,32745,63407,23256,40015,111221,100453,79270,105257,43438,97707,62126,39136,36563,56590,28283,71794,88448,46058,45694,37575,123822,49238,51485,226172,79546,103333,612018,76538,60123,89053,107112,122814,47222,114753
"TCGA-A2-A0CS-01A-11R-A115-07",792182,2592767,577018,599796,1392101,981121,320963,359299,266084,616485,191389,203387,165181,221980,163741,117105,193646,108345,170375,211394,184565,115993,89246,168932,137116,124800,153052,170048,165936,357274,139480,83477,79951,81691,25838,83773,227140,94600,166809,129965,97086,167829,148193,162439,595,120572,96723,109663,134042,78204,160334,78411,163957,95789,108433,108267,133467,105157,176314,108746,74169,71974,76057,64566,185432,216585,108416,73157,101924,86199,164020,92826,87602,79868,92732,102199,51631,65104,100658,84011,73881,92609,41039,58277,82951,37810,78893,49772,84842,61155,83728,73622,73240,29398,49388,123011,72465,101555,77241,66005,43813,87614,46916,95502,89854,55707,88476,104722,61724,89983,150380,53421,364203,90007,64291,66175,91897,87472,421608,63409,42021,69790,86409,45376,60788,138912,18353,87506,85883,108830,118377,41163,43442,39823,26731,94183,45177,43406,56414,153479,65895,35109,175826,70177,63368,51893,67626,44047,60869,67810,140186,82069,182458,37637,51230,52724,58718,37333,78329,125744,58123,40692,64682,51842,80608,54473,107829,80479,41229,52527,76225,65749,33621,83137,146080,45200,33628,59241,59780,47386,55622,55036,35644,252659,60600,34187,73042,53235,44433,298983,59194,52960,241311,58589,44565,70823,73693,38625,43033,115428
"TCGA-A2-A0CT-01A-31R-A056-07",1173667,297803,288635,207481,276546,245309,426051,292507,150798,172234,170767,95653,188918,161968,192256,388138,364261,257504,118719,92718,168242,167584,133128,136685,199036,202654,142060,106143,84753,67741,84237,87762,216765,176652,13917,58293,109588,91501,51023,85802,222630,184304,71537,136655,25165,94738,74287,183463,75670,141937,52506,115683,62822,116753,125797,49382,94244,68041,72971,89809,75675,135976,137892,130347,81711,226321,77194,98106,39993,119176,97207,47440,46424,57096,97108,30836,66657,67854,177602,78337,83539,51792,64331,98721,99695,29352,70534,68906,45360,63274,55666,71354,56704,81072,118264,173107,50364,63049,25602,96645,109952,55330,45929,90188,88616,41878,43983,58338,42314,89046,124748,38258,137968,59677,61106,50844,75190,138800,930962,112828,51995,74515,57221,169880,18643,89984,40108,205392,56445,34603,62500,65417,53684,46555,65691,81246,101006,91343,65004,25747,75049,39246,27167,27885,48895,41382,52615,51879,34356,61448,20881,40859,32731,44768,31813,64577,48731,33867,78589,25534,47582,85338,51635,60366,40973,49103,37074,182038,54591,60290,38981,29717,52874,58423,26885,43620,34280,51997,111485,99673,40166,41077,33740,34037,112729,43195,32537,46220,62259,255639,48412,55112,30749,68925,62947,27139,51118,42600,39434,102089
"TCGA-A2-A0CU-01A-12R-A034-07",875399,429112,548894,249299,255595,250030,434034,190198,182387,197665,322677,66452,240406,243077,182602,309264,278962,239619,243120,95682,126154,158492,124525,127229,120928,90677,168913,104053,101422,105654,106466,100151,139955,119866,553781,112040,191125,130218,89601,109774,183016,274467,39304,182607,38277,123543,124269,196231,80799,26435,137904,110187,92340,104093,97868,85190,51007,57569,120248,83177,93349,88194,108846,85100,30889,267884,75349,87429,97492,111180,20036,73064,110659,70203,111970,66033,66063,79005,168422,108824,132031,42783,59559,62562,86122,97975,96628,94192,105745,65976,32583,101234,51096,74633,122533,413992,57694,57165,35784,62181,192094,74614,47089,95080,58579,54874,60537,69714,57434,53397,137613,26452,72289,63408,44809,75101,48700,193944,41077,133559,71648,62258,89438,59139,53586,147178,197374,430764,34593,71134,70052,70133,54741,45821,104941,180710,122687,157529,67537,37613,60297,102204,40296,99205,91273,161180,29214,42109,81214,56716,139935,75126,49255,40962,43983,48212,38262,33172,31214,86544,31231,63145,34467,75433,39643,43324,120102,238406,60814,67213,70521,33890,54308,46625,45477,44605,45910,47588,82567,57722,29631,147124,47490,43135,282688,56894,34023,50323,31989,248498,37336,42791,160765,51405,63234,34172,106920,42940,48330,95340
"TCGA-A2-A0CV-01A-31R-A115-07",1504223,558382,533423,184341,462017,603140,296973,295892,374902,324700,256633,254634,304917,111399,265405,102344,104516,115049,135819,342670,301433,115606,187840,255715,218838,202031,274313,323680,119918,222581,261006,87480,220587,278137,225666,188024,94687,96411,160423,179523,99369,102482,95941,83335,156709,105964,81921,146852,240775,39882,143278,75142,95087,93489,187372,100208,137514,181789,259871,152244,102034,161286,57725,42628,77578,93001,135780,69258,53014,55077,277687,140832,89613,136089,86397,79869,60080,171116,59765,60819,43344,57588,132107,47372,105619,57992,50318,49938,28727,87062,238960,73547,109888,58890,32756,32524,75258,149020,45863,114034,54512,104342,58138,52270,150490,51935,112236,101588,140426,120759,68180,102916,79324,135042,119491,57170,72417,44052,20634,61504,39741,115399,54668,70781,65639,164342,85242,21300,132138,124832,97568,80572,51801,89118,50656,37441,54557,88796,61079,89843,88638,37584,94169,69290,64079,60025,123384,96890,61611,90011,22777,62460,64549,73049,130761,130520,46550,96828,69546,68236,46541,49394,112896,52296,100967,92498,23996,42830,84417,41388,50133,85720,79090,103192,52057,61762,35677,70137,58544,45517,38249,51726,49629,57197,34387,33663,94111,40402,78161,35977,67908,72427,97796,65153,56014,100832,47108,81415,50783,59948
"TCGA-A2-A0CW-01A-21R-A115-07",616581,183929,281421,166176,142014,135561,330833,224179,87920,111873,212985,209555,69497,211477,93544,80009,160586,235323,126527,87416,104883,146118,137546,87771,98520,118366,84675,91685,119444,148402,41969,181788,73725,68479,59980,82484,375972,74539,48783,94156,168682,124091,186844,174399,32734,35545,92974,99003,97925,133584,116508,118357,32711,51602,35068,27743,51920,83737,54074,80008,72337,52746,97214,124178,157938,430798,75890,134789,123965,93438,14013,92012,84789,64739,51243,26801,65320,43355,59729,115836,105361,45267,40942,82505,42622,36595,100928,138668,75732,90133,41072,83124,64938,36285,73644,88111,121452,26647,125641,65537,68667,67318,47241,98254,30722,47543,47482,79741,33467,65217,256854,51111,59869,67934,44666,70792,62267,84278,48807,50515,42382,43418,63418,30812,59262,197807,27274,102829,32257,28436,64551,30142,51914,51574,47305,58498,37017,24770,67586,13150,30610,50085,19292,16979,56644,50205,44635,36800,35044,42672,202605,67485,22133,58678,34469,20548,78017,42754,19764,21745,66063,34706,32520,85421,67005,39221,82871,89105,28040,71704,44565,31242,25733,22803,25556,20983,60068,19149,30653,76233,37242,21745,37213,20811,223909,30065,21127,46444,42455,14478,21353,67822,39230,61579,20606,34880,67066,26992,60473,38125
"TCGA-A2-A0CX-01A-21R-A00Z-07",603453,613334,427392,841060,506906,447184,340404,208683,143930,263882,138534,202160,127013,204106,165737,77833,84287,143698,221380,135993,170333,144988,318443,110753,114206,127475,146065,121202,185771,157235,80160,93385,102499,142928,127826,77346,76331,126482,92195,243019,136885,100962,102971,154590,105253,65974,107150,87854,100194,95705,129348,69227,107427,90763,124351,78381,104406,107341,67464,46079,93649,79476,57969,97971,84325,68375,70943,119248,71173,122081,72446,70207,87741,99293,115417,34629,83755,44944,101416,99115,76486,79806,40102,90532,110024,53222,62050,68818,112984,48207,88850,59876,85010,46054,124221,88414,72885,41543,172434,81089,54179,58943,68647,61376,37510,67303,67537,55383,50620,71093,34884,54658,43346,53282,73004,63010,64777,192756,70082,42499,67488,40189,62915,39585,70241,53234,58503,45901,42434,42678,119944,44244,40858,53555,36788,68915,29911,118975,55513,73832,67496,46074,112445,36661,49698,19870,79901,44944,38086,31133,161668,70514,55333,59277,32264,62505,65818,36908,21484,68280,47398,55712,38297,50451,78627,46401,70552,19698,51470,49472,32324,105627,36095,25548,111704,54599,40162,30291,31317,42813,34027,36797,31007,41611,72031,34248,57640,28983,44477,266272,52226,47136,6470,20304,37674,35890,42149,37096,34927,18243
